asteroid_number,family_name,family_id,catalog_source,population,reported_family_member_count,is_primary
105309,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
105310,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
105311,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
105313,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
105314,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
105320,Witt,P25-2035,Proper25_2026,main_belt,4322,true
105324,Karin,P25-3010,Proper25_2026,main_belt,3863,true
105324,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
105324,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
105325,Hertha,P25-1023,Proper25_2026,main_belt,1473,true
105325,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,false
105332,Flora,P25-1002,Proper25_2026,main_belt,23002,true
105333,Merxia,P25-2013,Proper25_2026,main_belt,4226,true
105334,Dora,P25-2012,Proper25_2026,main_belt,4906,true
105336,Alvema,P25-2065,Proper25_2026,main_belt,260,true
105337,Brasilia,P25-3008,Proper25_2026,main_belt,3466,true
105339,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
105346,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105349,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105350,Charis,P25-3016,Proper25_2026,main_belt,3444,true
105352,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105357,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
105357,Flora,P25-1002,Proper25_2026,main_belt,23002,false
105359,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
105363,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105365,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
105368,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105370,Ino,P25-2022,Proper25_2026,main_belt,2411,true
105371,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105372,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
105372,Flora,P25-1002,Proper25_2026,main_belt,23002,false
105379,Flora,P25-1002,Proper25_2026,main_belt,23002,true
105380,Hoffmeister,P25-2019,Proper25_2026,main_belt,5590,true
105384,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105386,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105389,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105394,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105395,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105397,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
105403,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105408,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
105408,Flora,P25-1002,Proper25_2026,main_belt,23002,false
105410,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105411,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
105412,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
105414,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
105414,Eos,P25-3006,Proper25_2026,main_belt,33006,false
105416,Telramund,P25-3014,Proper25_2026,main_belt,350,true
105418,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105420,Hanna,P25-2033,Proper25_2026,main_belt,1019,true
105422,Dora,P25-2012,Proper25_2026,main_belt,4906,true
105423,Naema,P25-3011,Proper25_2026,main_belt,1313,true
105424,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
105432,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
105434,Merxia,P25-2013,Proper25_2026,main_belt,4226,true
105436,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
105439,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
105444,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
105454,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
105457,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105460,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105463,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105464,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
105465,Dione,P25-3058,Proper25_2026,main_belt,261,true
105469,Flora,P25-1002,Proper25_2026,main_belt,23002,true
105473,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105476,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
105478,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
105482,Misa,P25-2010,Proper25_2026,main_belt,2811,true
105487,Hanna,P25-2033,Proper25_2026,main_belt,1019,true
105489,1999CG1,P25-3028,Proper25_2026,main_belt,633,true
105493,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
105497,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105500,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105501,2008BO31,P25-3093,Proper25_2026,main_belt,50,true
105502,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105503,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105504,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
105510,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105512,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105514,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105520,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105521,Cindygraber,P25-6012,Proper25_2026,main_belt,85,true
105521,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,false
105522,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
105527,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105528,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105530,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105532,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105539,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
105545,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105549,Brasilia,P25-3008,Proper25_2026,main_belt,3466,true
105552,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
105560,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
105568,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
105569,Brasilia,P25-3008,Proper25_2026,main_belt,3466,true
105574,1999XT17,P25-3029,Proper25_2026,main_belt,661,true
105575,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
105575,Flora,P25-1002,Proper25_2026,main_belt,23002,false
105577,Sylvia,P25-3003,Proper25_2026,main_belt,1649,true
105582,Ino,P25-2022,Proper25_2026,main_belt,2411,true
105584,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105586,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105590,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105592,Naema,P25-3011,Proper25_2026,main_belt,1313,true
105594,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105595,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105596,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
105597,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
105601,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105602,Hansa,P25-5003,Proper25_2026,main_belt,5214,true
105606,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105612,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105613,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
105615,Naema,P25-3011,Proper25_2026,main_belt,1313,true
105616,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
105630,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
105631,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
105631,Flora,P25-1002,Proper25_2026,main_belt,23002,false
105633,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
105637,Erigone,P25-1006,Proper25_2026,main_belt,3601,true
105639,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
105640,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
105640,Flora,P25-1002,Proper25_2026,main_belt,23002,false
105648,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105649,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
105653,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105659,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
105663,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105666,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105667,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105672,Karin,P25-3010,Proper25_2026,main_belt,3863,true
105672,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
105672,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
105674,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
105676,Flora,P25-1002,Proper25_2026,main_belt,23002,true
105677,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105680,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
105686,Europa,P25-3057,Proper25_2026,main_belt,250,true
105689,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105691,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105692,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105695,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105699,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
105701,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105702,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105707,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105708,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105709,Flora,P25-1002,Proper25_2026,main_belt,23002,true
105714,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105715,Itha,P25-3033,Proper25_2026,main_belt,155,true
105719,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
105721,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
105721,Flora,P25-1002,Proper25_2026,main_belt,23002,false
105727,2001SV124,P25-3091,Proper25_2026,main_belt,316,true
105728,Elfriede,P25-3032,Proper25_2026,main_belt,1081,true
105728,Ursula,P25-3031,Proper25_2026,main_belt,5228,false
105731,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105735,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105739,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105741,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
105749,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105750,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105752,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105754,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105760,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
105764,Hawke,P25-1036,Proper25_2026,main_belt,116,true
105765,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105766,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
105768,Naema,P25-3011,Proper25_2026,main_belt,1313,true
105772,Emma,P25-3007,Proper25_2026,main_belt,1226,true
105774,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105777,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
105778,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105781,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105784,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105785,Europa,P25-3057,Proper25_2026,main_belt,250,true
105787,Flora,P25-1002,Proper25_2026,main_belt,23002,true
105792,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
105795,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105807,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
105811,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105813,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
105818,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105821,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
105824,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105831,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105835,Giomus,P25-3071,Proper25_2026,main_belt,322,true
105835,Hygiea,P25-3001,Proper25_2026,main_belt,12750,false
105838,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105842,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105844,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
105849,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105854,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
105854,Eos,P25-3006,Proper25_2026,main_belt,33006,false
105857,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105858,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
105859,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
105861,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105864,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
105865,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105869,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
105872,Tercidina,P25-1024,Proper25_2026,main_belt,429,true
105873,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105874,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105875,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
105879,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105882,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105890,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
105897,Telramund,P25-3014,Proper25_2026,main_belt,350,true
105898,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
105902,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105903,Astrid,P25-2015,Proper25_2026,main_belt,1585,true
105906,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105913,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105925,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105930,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
105933,Themis,P25-3002,Proper25_2026,main_belt,13627,true
105936,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
105938,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105939,Erigone,P25-1006,Proper25_2026,main_belt,3601,true
105940,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
105942,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
105942,Flora,P25-1002,Proper25_2026,main_belt,23002,false
105944,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105945,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105950,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
105951,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105958,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
105960,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105972,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
105977,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
105977,Flora,P25-1002,Proper25_2026,main_belt,23002,false
105980,Eos,P25-3006,Proper25_2026,main_belt,33006,true
105983,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
105983,Flora,P25-1002,Proper25_2026,main_belt,23002,false
105987,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
105994,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
105995,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
105999,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
106002,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
106002,Flora,P25-1002,Proper25_2026,main_belt,23002,false
106003,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106006,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
106006,Eos,P25-3006,Proper25_2026,main_belt,33006,false
106008,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106012,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
106012,Flora,P25-1002,Proper25_2026,main_belt,23002,false
106013,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
106019,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106020,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
106021,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106033,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
106033,Eos,P25-3006,Proper25_2026,main_belt,33006,false
106035,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106039,Charis,P25-3016,Proper25_2026,main_belt,3444,true
106040,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106044,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106046,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106048,Flora,P25-1002,Proper25_2026,main_belt,23002,true
106052,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
106056,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
106061,Watsonia,P25-2037,Proper25_2026,main_belt,226,true
106063,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
106064,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
106065,Anfimov,P25-3035,Proper25_2026,main_belt,103,true
106072,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
106073,Charis,P25-3016,Proper25_2026,main_belt,3444,true
106074,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106077,Juno,P25-2001,Proper25_2026,main_belt,16373,true
106078,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
106085,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
106090,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
106096,Themis,P25-3002,Proper25_2026,main_belt,13627,true
106098,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
106102,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106104,Hawke,P25-1036,Proper25_2026,main_belt,116,true
106107,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106112,Astrid,P25-2015,Proper25_2026,main_belt,1585,true
106113,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
106115,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
106117,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106119,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
106120,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
106122,Flora,P25-1002,Proper25_2026,main_belt,23002,true
106123,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106124,Themis,P25-3002,Proper25_2026,main_belt,13627,true
106129,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106136,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106138,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
106141,Telramund,P25-3014,Proper25_2026,main_belt,350,true
106142,Flora,P25-1002,Proper25_2026,main_belt,23002,true
106146,Aegle,P25-3030,Proper25_2026,main_belt,203,true
106147,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
106150,Themis,P25-3002,Proper25_2026,main_belt,13627,true
106154,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106161,Themis,P25-3002,Proper25_2026,main_belt,13627,true
106164,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
106165,Themis,P25-3002,Proper25_2026,main_belt,13627,true
106167,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106168,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106171,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
106174,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106179,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
106192,Irma,P25-2044,Proper25_2026,main_belt,411,true
106195,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106196,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
106197,Croatia,P25-3038,Proper25_2026,main_belt,166,true
106204,Flora,P25-1002,Proper25_2026,main_belt,23002,true
106206,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
106208,Themis,P25-3002,Proper25_2026,main_belt,13627,true
106209,Themis,P25-3002,Proper25_2026,main_belt,13627,true
106216,Themis,P25-3002,Proper25_2026,main_belt,13627,true
106218,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
106221,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
106223,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106225,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
106226,Emma,P25-3007,Proper25_2026,main_belt,1226,true
106227,Euterpe,P25-1010,Proper25_2026,main_belt,553,true
106234,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106235,Themis,P25-3002,Proper25_2026,main_belt,13627,true
106237,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
106238,Themis,P25-3002,Proper25_2026,main_belt,13627,true
106262,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106268,Yakovlev,P25-3025,Proper25_2026,main_belt,330,true
106272,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
106274,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106276,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106278,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106282,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106285,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106287,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
106291,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106295,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
106296,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106297,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106298,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106300,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
106302,Semele,P25-3037,Proper25_2026,main_belt,642,true
106304,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
106306,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106317,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106320,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106322,Flora,P25-1002,Proper25_2026,main_belt,23002,true
106328,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106329,Flora,P25-1002,Proper25_2026,main_belt,23002,true
106330,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
106332,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
106332,Flora,P25-1002,Proper25_2026,main_belt,23002,false
106335,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
106335,Flora,P25-1002,Proper25_2026,main_belt,23002,false
106337,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106344,Dione,P25-3058,Proper25_2026,main_belt,261,true
106348,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
106350,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
106351,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
106355,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
106361,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
106361,Eos,P25-3006,Proper25_2026,main_belt,33006,false
106363,Themis,P25-3002,Proper25_2026,main_belt,13627,true
106364,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
106365,Themis,P25-3002,Proper25_2026,main_belt,13627,true
106366,Euterpe,P25-1010,Proper25_2026,main_belt,553,true
106367,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
106370,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
106370,Flora,P25-1002,Proper25_2026,main_belt,23002,false
106371,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106372,Beagle,P25-3020,Proper25_2026,main_belt,638,true
106372,Themis,P25-3002,Proper25_2026,main_belt,13627,false
106375,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106379,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
106379,Eos,P25-3006,Proper25_2026,main_belt,33006,false
106380,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
106396,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
106399,Themis,P25-3002,Proper25_2026,main_belt,13627,true
106402,Flora,P25-1002,Proper25_2026,main_belt,23002,true
106403,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
106404,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
106404,Flora,P25-1002,Proper25_2026,main_belt,23002,false
106410,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
106415,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106416,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106423,Principia,P25-1033,Proper25_2026,main_belt,131,true
106425,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106427,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106429,Ornamenta,P25-6006,Proper25_2026,main_belt,716,true
106429,Alauda,P25-6002,Proper25_2026,main_belt,3556,false
106430,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
106431,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
106431,Flora,P25-1002,Proper25_2026,main_belt,23002,false
106437,Flora,P25-1002,Proper25_2026,main_belt,23002,true
106439,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
106439,Flora,P25-1002,Proper25_2026,main_belt,23002,false
106440,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106442,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
106442,Flora,P25-1002,Proper25_2026,main_belt,23002,false
106443,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106444,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106456,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106458,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
106461,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
106462,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106466,Erigone,P25-1006,Proper25_2026,main_belt,3601,true
106467,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106468,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
106468,Flora,P25-1002,Proper25_2026,main_belt,23002,false
106471,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106476,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
106477,Adeona,P25-2005,Proper25_2026,main_belt,7382,true
106485,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
106485,Eos,P25-3006,Proper25_2026,main_belt,33006,false
106486,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
106491,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
106492,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
106492,Eos,P25-3006,Proper25_2026,main_belt,33006,false
106493,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
106501,Flora,P25-1002,Proper25_2026,main_belt,23002,true
106510,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106513,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
106514,Eos,P25-3006,Proper25_2026,main_belt,33006,true
106518,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
106520,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
106521,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
106523,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
106524,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106529,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
106535,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
106537,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
106540,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
106544,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
106544,Flora,P25-1002,Proper25_2026,main_belt,23002,false
106546,Hansa,P25-5003,Proper25_2026,main_belt,5214,true
106548,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
