asteroid_number,family_name,family_id,catalog_source,population,reported_family_member_count,is_primary
316389,Hoffmeister,P25-2019,Proper25_2026,main_belt,5590,true
316394,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316395,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
316401,Karin,P25-3010,Proper25_2026,main_belt,3863,true
316401,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
316401,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
316402,Witt,P25-2035,Proper25_2026,main_belt,4322,true
316403,Welzenbach,P25-2032,Proper25_2026,main_belt,2287,true
316405,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316406,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316407,Karin,P25-3010,Proper25_2026,main_belt,3863,true
316407,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
316407,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
316408,Florentina,P25-3043,Proper25_2026,main_belt,209,true
316408,Karin,P25-3010,Proper25_2026,main_belt,3863,false
316408,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
316408,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
316410,Karin,P25-3010,Proper25_2026,main_belt,3863,true
316410,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
316410,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
316411,Hoffmeister,P25-2019,Proper25_2026,main_belt,5590,true
316412,Karin,P25-3010,Proper25_2026,main_belt,3863,true
316412,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
316412,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
316413,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
316415,Welzenbach,P25-2032,Proper25_2026,main_belt,2287,true
316418,Astrid,P25-2015,Proper25_2026,main_belt,1585,true
316419,Hoffmeister,P25-2019,Proper25_2026,main_belt,5590,true
316421,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
316426,Hanna,P25-2033,Proper25_2026,main_belt,1019,true
316432,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316433,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316435,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316437,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316438,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
316442,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
316442,Flora,P25-1002,Proper25_2026,main_belt,23002,false
316443,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316445,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
316446,Eurybates,PDS2015-005,NASA_PDS_2015_excluded_population,jupiter_trojan,218,true
316447,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
316454,Witt,P25-2035,Proper25_2026,main_belt,4322,true
316459,Euterpe,P25-1010,Proper25_2026,main_belt,553,true
316461,Arkesilaos,PDS2015-008,NASA_PDS_2015_excluded_population,jupiter_trojan,37,true
316470,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
316477,Konig,P25-2017,Proper25_2026,main_belt,2611,true
316478,Themis,P25-3002,Proper25_2026,main_belt,13627,true
316481,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
316481,Eos,P25-3006,Proper25_2026,main_belt,33006,false
316482,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
316483,Themis,P25-3002,Proper25_2026,main_belt,13627,true
316484,Eurybates,PDS2015-005,NASA_PDS_2015_excluded_population,jupiter_trojan,218,true
316486,Adeona,P25-2005,Proper25_2026,main_belt,7382,true
316488,Witt,P25-2035,Proper25_2026,main_belt,4322,true
316492,Helga,P25-3062,Proper25_2026,main_belt,34,true
316495,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316500,Themis,P25-3002,Proper25_2026,main_belt,13627,true
316503,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
316509,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
316511,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316512,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316514,Charis,P25-3016,Proper25_2026,main_belt,3444,true
316515,Merxia,P25-2013,Proper25_2026,main_belt,4226,true
316521,Charis,P25-3016,Proper25_2026,main_belt,3444,true
316524,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
316525,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
316525,Eos,P25-3006,Proper25_2026,main_belt,33006,false
316527,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
316530,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316531,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316535,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
316537,Arkesilaos,PDS2015-008,NASA_PDS_2015_excluded_population,jupiter_trojan,37,true
316539,Schubart,PDS2015-002,NASA_PDS_2015_excluded_population,hilda,352,true
316540,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
316541,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
316548,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
316549,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316551,Eurybates,PDS2015-005,NASA_PDS_2015_excluded_population,jupiter_trojan,218,true
316552,Eurybates,PDS2015-005,NASA_PDS_2015_excluded_population,jupiter_trojan,218,true
316555,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
316556,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316558,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
316563,Dora,P25-2012,Proper25_2026,main_belt,4906,true
316566,Hoffmeister,P25-2019,Proper25_2026,main_belt,5590,true
316569,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
316569,Flora,P25-1002,Proper25_2026,main_belt,23002,false
316572,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
316576,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316577,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316580,Charis,P25-3016,Proper25_2026,main_belt,3444,true
316588,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
316592,2001PG20,P25-3103,Proper25_2026,main_belt,419,true
316592,1998HD130,P25-6015,Proper25_2026,main_belt,419,false
316592,Fringilla,P25-3023,Proper25_2026,main_belt,498,false
316595,Themis,P25-3002,Proper25_2026,main_belt,13627,true
316604,Ulla,P25-6003,Proper25_2026,main_belt,103,true
316606,Padua,P25-2007,Proper25_2026,main_belt,1683,true
316608,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
316609,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316612,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316613,Misa,P25-2010,Proper25_2026,main_belt,2811,true
316620,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316621,Themis,P25-3002,Proper25_2026,main_belt,13627,true
316622,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
316625,Witt,P25-2035,Proper25_2026,main_belt,4322,true
316627,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316633,Karin,P25-3010,Proper25_2026,main_belt,3863,true
316633,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
316633,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
316637,Juno,P25-2001,Proper25_2026,main_belt,16373,true
316640,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316644,Phaedra,P25-3042,Proper25_2026,main_belt,170,true
316661,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316662,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316664,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316669,Merxia,P25-2013,Proper25_2026,main_belt,4226,true
316673,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316674,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
316676,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
316676,Flora,P25-1002,Proper25_2026,main_belt,23002,false
316677,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
316680,Karin,P25-3010,Proper25_2026,main_belt,3863,true
316680,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
316680,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
316681,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
316681,Flora,P25-1002,Proper25_2026,main_belt,23002,false
316691,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
316691,Flora,P25-1002,Proper25_2026,main_belt,23002,false
316701,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
316702,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316705,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316706,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316710,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316712,Rafita,P25-2018,Proper25_2026,main_belt,2126,true
316714,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
316714,Flora,P25-1002,Proper25_2026,main_belt,23002,false
316722,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
316722,Flora,P25-1002,Proper25_2026,main_belt,23002,false
316724,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
316725,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316726,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
316727,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
316727,Eos,P25-3006,Proper25_2026,main_belt,33006,false
316728,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316733,Emma,P25-3007,Proper25_2026,main_belt,1226,true
316739,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
316741,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
316742,1999XT17,P25-3029,Proper25_2026,main_belt,661,true
316743,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
316748,Ino,P25-2022,Proper25_2026,main_belt,2411,true
316753,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316755,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316756,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
316756,Flora,P25-1002,Proper25_2026,main_belt,23002,false
316761,Naema,P25-3011,Proper25_2026,main_belt,1313,true
316762,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316763,Theobalda,P25-3017,Proper25_2026,main_belt,4848,true
316765,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
316766,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316767,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
316770,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316771,Clarissa,P25-1007,Proper25_2026,main_belt,812,true
316772,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
316773,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316775,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
316778,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316779,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316780,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
316786,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
316791,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316799,Juno,P25-2001,Proper25_2026,main_belt,16373,true
316800,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316802,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316805,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316819,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
316823,Euterpe,P25-1010,Proper25_2026,main_belt,553,true
316825,Euterpe,P25-1010,Proper25_2026,main_belt,553,true
316826,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316828,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
316829,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
316830,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
316834,Themis,P25-3002,Proper25_2026,main_belt,13627,true
316838,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
316839,Karin,P25-3010,Proper25_2026,main_belt,3863,true
316839,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
316839,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
316844,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
316844,Flora,P25-1002,Proper25_2026,main_belt,23002,false
316846,Brangane,P25-2011,Proper25_2026,main_belt,1545,true
316847,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316849,Adeona,P25-2005,Proper25_2026,main_belt,7382,true
316861,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
316865,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316880,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
316883,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
316886,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316887,Dora,P25-2012,Proper25_2026,main_belt,4906,true
316891,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316900,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
316901,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
316901,Flora,P25-1002,Proper25_2026,main_belt,23002,false
316904,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
316904,Flora,P25-1002,Proper25_2026,main_belt,23002,false
316909,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
316909,Flora,P25-1002,Proper25_2026,main_belt,23002,false
316917,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316923,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
316924,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
316933,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316937,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
316939,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
316940,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
316941,Ornamenta,P25-6006,Proper25_2026,main_belt,716,true
316941,Alauda,P25-6002,Proper25_2026,main_belt,3556,false
316943,Themis,P25-3002,Proper25_2026,main_belt,13627,true
316948,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
316951,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316952,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316953,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316956,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316957,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
316962,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
316965,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
316968,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
316969,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316973,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
316974,2001FP147,P25-4004,Proper25_2026,main_belt,53,true
316978,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
316979,Eos,P25-3006,Proper25_2026,main_belt,33006,true
316980,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
316982,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
316985,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
316988,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
316989,Witt,P25-2035,Proper25_2026,main_belt,4322,true
316996,Konig,P25-2017,Proper25_2026,main_belt,2611,true
316998,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317000,Juno,P25-2001,Proper25_2026,main_belt,16373,true
317001,Rafita,P25-2018,Proper25_2026,main_belt,2126,true
317003,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
317010,Juno,P25-2001,Proper25_2026,main_belt,16373,true
317011,Juno,P25-2001,Proper25_2026,main_belt,16373,true
317014,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
317015,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317021,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
317023,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317024,Juno,P25-2001,Proper25_2026,main_belt,16373,true
317027,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
317040,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
317045,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
317048,Welzenbach,P25-2032,Proper25_2026,main_belt,2287,true
317051,Hilda,PDS2015-001,NASA_PDS_2015_excluded_population,hilda,409,true
317053,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
317055,Witt,P25-2035,Proper25_2026,main_belt,4322,true
317058,Konig,P25-2017,Proper25_2026,main_belt,2611,true
317060,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
317064,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317067,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317072,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317082,Kazuya,P25-2021,Proper25_2026,main_belt,377,true
317086,Rafita,P25-2018,Proper25_2026,main_belt,2126,true
317087,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317093,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
317101,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
317103,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317110,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317112,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317116,Dora,P25-2012,Proper25_2026,main_belt,4906,true
317119,1999CG1,P25-3028,Proper25_2026,main_belt,633,true
317129,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317137,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
317150,Schubart,PDS2015-002,NASA_PDS_2015_excluded_population,hilda,352,true
317152,Merxia,P25-2013,Proper25_2026,main_belt,4226,true
317153,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
317154,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317155,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
317157,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317160,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317161,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317172,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
317172,Flora,P25-1002,Proper25_2026,main_belt,23002,false
317177,Themis,P25-3002,Proper25_2026,main_belt,13627,true
317178,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
317179,Padua,P25-2007,Proper25_2026,main_belt,1683,true
317181,Witt,P25-2035,Proper25_2026,main_belt,4322,true
317182,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317183,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317196,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317204,Hoffmeister,P25-2019,Proper25_2026,main_belt,5590,true
317205,Astrid,P25-2015,Proper25_2026,main_belt,1585,true
317210,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
317210,Flora,P25-1002,Proper25_2026,main_belt,23002,false
317211,Yakovlev,P25-3025,Proper25_2026,main_belt,330,true
317219,Charis,P25-3016,Proper25_2026,main_belt,3444,true
317222,Brasilia,P25-3008,Proper25_2026,main_belt,3466,true
317226,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
317226,Flora,P25-1002,Proper25_2026,main_belt,23002,false
317232,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317238,1999NR38,P25-3052,Proper25_2026,main_belt,103,true
317243,Karin,P25-3010,Proper25_2026,main_belt,3863,true
317243,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
317243,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
317252,Ino,P25-2022,Proper25_2026,main_belt,2411,true
317253,Rafita,P25-2018,Proper25_2026,main_belt,2126,true
317259,Brasilia,P25-3008,Proper25_2026,main_belt,3466,true
317263,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
317264,2001PG20,P25-3103,Proper25_2026,main_belt,419,true
317264,1998HD130,P25-6015,Proper25_2026,main_belt,419,false
317264,Fringilla,P25-3023,Proper25_2026,main_belt,498,false
317266,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317270,Kutaissi,P25-3046,Proper25_2026,main_belt,371,true
317270,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
317272,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
317272,Flora,P25-1002,Proper25_2026,main_belt,23002,false
317276,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317277,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317282,Flora,P25-1002,Proper25_2026,main_belt,23002,true
317285,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
317285,Flora,P25-1002,Proper25_2026,main_belt,23002,false
317291,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317298,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
317298,Flora,P25-1002,Proper25_2026,main_belt,23002,false
317301,Themis,P25-3002,Proper25_2026,main_belt,13627,true
317307,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317309,1999XT17,P25-3029,Proper25_2026,main_belt,661,true
317311,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317314,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317317,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
317322,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
317328,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317331,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
317338,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317339,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317341,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
317342,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
317348,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
317348,Flora,P25-1002,Proper25_2026,main_belt,23002,false
317352,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317353,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317354,Witt,P25-2035,Proper25_2026,main_belt,4322,true
317355,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317356,Helga,P25-3062,Proper25_2026,main_belt,34,true
317359,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
317361,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317365,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
317367,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317368,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317369,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317371,Euterpe,P25-1010,Proper25_2026,main_belt,553,true
317372,Karin,P25-3010,Proper25_2026,main_belt,3863,true
317372,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
317372,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
317375,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
317378,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
317382,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
317383,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317387,Marconia,P25-3036,Proper25_2026,main_belt,275,true
317390,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
317394,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
317395,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317396,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317399,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
317400,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
317401,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317403,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317405,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
317407,Algoa,P25-1027,Proper25_2026,main_belt,27,true
317407,Velleda,P25-1022,Proper25_2026,main_belt,308,false
317408,Theobalda,P25-3017,Proper25_2026,main_belt,4848,true
317411,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317413,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
317416,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
317417,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
317423,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317425,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317427,Euterpe,P25-1010,Proper25_2026,main_belt,553,true
317428,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317430,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317431,Themis,P25-3002,Proper25_2026,main_belt,13627,true
317433,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
317434,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
317437,Hoffmeister,P25-2019,Proper25_2026,main_belt,5590,true
317438,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317439,Witt,P25-2035,Proper25_2026,main_belt,4322,true
317440,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
317443,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
317459,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
317463,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
317463,Flora,P25-1002,Proper25_2026,main_belt,23002,false
317467,Luthera,P25-6004,Proper25_2026,main_belt,1116,true
317469,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
317469,Flora,P25-1002,Proper25_2026,main_belt,23002,false
317470,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
317474,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
317475,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317476,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317477,Hoffmeister,P25-2019,Proper25_2026,main_belt,5590,true
317480,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317490,Themis,P25-3002,Proper25_2026,main_belt,13627,true
317493,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
317496,Flora,P25-1002,Proper25_2026,main_belt,23002,true
317502,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
317513,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317519,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317522,Juno,P25-2001,Proper25_2026,main_belt,16373,true
317526,Erigone,P25-1006,Proper25_2026,main_belt,3601,true
317532,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
317535,Rafita,P25-2018,Proper25_2026,main_belt,2126,true
317539,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317541,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
317550,Themis,P25-3002,Proper25_2026,main_belt,13627,true
317551,Juno,P25-2001,Proper25_2026,main_belt,16373,true
317554,Konig,P25-2017,Proper25_2026,main_belt,2611,true
317556,Karin,P25-3010,Proper25_2026,main_belt,3863,true
317556,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
317556,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
317557,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
317563,Illyria,P25-2059,Proper25_2026,main_belt,692,true
317564,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
317568,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
317572,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
317576,Sylvia,P25-3003,Proper25_2026,main_belt,1649,true
317581,Erigone,P25-1006,Proper25_2026,main_belt,3601,true
317582,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
317585,Eos,P25-3006,Proper25_2026,main_belt,33006,true
317591,Adeona,P25-2005,Proper25_2026,main_belt,7382,true
317592,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
